"wb2021","inc.cost","cost.pc","prop_reached","deaths.avert","dalys.avert","benefit","forgone.surplus","BCR"
"LIC",0.0103285378857528,0.00343178013541464,"0%",0.186888435982507,1.28700339040141,1.88292619483989,0.0151041845833332,74.0355735461916
"LMIC",18.6149360140432,1.6529938416624,"14%",11.6070744738382,80.4246980678102,513.614847749411,0.734689583485862,26.5439165817761
"LIC+LMIC",18.6252645519289,1.35948313663747,"9.09090909090909%",11.7939629098207,81.7117014582116,434.897358474189,0.667771610164817,22.541675391075
