ISO,Sex,Year,Number of Smokers All Ages,Number of Smokers All Ages Lower Bound,Number of Smokers All Ages Upper Bound
CZE,Male,2011,1243514,1115151,1379160
CZE,Male,2012,1246329,1104052,1394413
CZE,Female,1980,870952,689354,1082171
CZE,Female,1981,872182,688463,1073572
CZE,Female,1982,874499,687692,1073412
CZE,Female,1983,878811,689067,1070580
CZE,Female,1984,884570,697635,1077009
CZE,Female,1985,891359,706777,1087075
CZE,Female,1986,898345,710761,1086717
CZE,Female,1987,905721,726320,1102205
CZE,Female,1988,914152,732059,1101133
CZE,Female,1989,922104,753357,1098288
CZE,Female,1990,929235,783226,1092146
CZE,Female,1991,938020,813927,1085509
CZE,Female,1992,943246,826200,1074690
CZE,Female,1993,945389,838530,1060690
CZE,Female,1994,929174,830271,1034291
CZE,Female,1995,906814,811201,1000785
CZE,Female,1996,882095,788655,973482
CZE,Female,1997,861359,772372,951594
CZE,Female,1998,848336,764283,935668
CZE,Female,1999,841587,756300,928125
CZE,Female,2000,844156,767145,919113
CZE,Female,2001,851657,778870,920712
CZE,Female,2002,866005,802282,927814
CZE,Female,2003,895800,833289,955855
CZE,Female,2004,918156,854863,983095
CZE,Female,2005,930720,859335,1004754
CZE,Female,2006,928845,848794,1007964
CZE,Female,2007,918577,833085,1002572
CZE,Female,2008,905052,814811,999461
CZE,Female,2009,893478,793589,1005751
CZE,Female,2010,883069,768514,1009870
CZE,Female,2011,874730,743992,1010561
CZE,Female,2012,873330,733054,1027179
CZE,Both,1980,1982081,1739710,2259121
CZE,Both,1981,1980462,1737165,2249008
CZE,Both,1982,1982686,1729842,2256990
CZE,Both,1983,1989211,1736939,2257661
CZE,Both,1984,1999209,1736668,2280642
CZE,Both,1985,2011997,1750466,2279198
CZE,Both,1986,2025614,1758079,2291309
CZE,Both,1987,2040662,1770085,2305408
CZE,Both,1988,2058223,1794428,2319235
CZE,Both,1989,2076997,1827101,2325752
CZE,Both,1990,2096032,1864266,2335490
CZE,Both,1991,2124391,1910939,2343664
CZE,Both,1992,2151085,1953258,2355867
CZE,Both,1993,2176263,1994028,2372381
CZE,Both,1994,2181712,2005815,2357355
CZE,Both,1995,2175015,2018717,2335842
CZE,Both,1996,2159704,2010388,2304369
CZE,Both,1997,2143280,2002852,2283045
CZE,Both,1998,2136314,2004848,2269910
CZE,Both,1999,2136457,2016266,2258903
CZE,Both,2000,2146402,2035096,2259077
CZE,Both,2001,2161287,2059662,2263693
CZE,Both,2002,2184118,2091755,2274178
CZE,Both,2003,2224197,2123993,2319954
CZE,Both,2004,2247459,2143334,2348067
CZE,Both,2005,2252112,2141728,2361349
CZE,Both,2006,2230375,2114377,2344612
CZE,Both,2007,2196232,2073829,2325850
CZE,Both,2008,2161838,2023158,2298871
CZE,Both,2009,2144662,1997007,2301250
CZE,Both,2010,2129772,1959661,2304361
CZE,Both,2011,2118243,1934551,2309278
CZE,Both,2012,2119660,1916692,2330933
DEU,Male,1980,11432069,9855803,12984390
DEU,Male,1981,11515654,10025179,12999884
DEU,Male,1982,11601618,10190482,13057601
DEU,Male,1983,11667919,10349148,13064613
DEU,Male,1984,11711803,10496189,12994317
DEU,Male,1985,11758058,10597763,12933978
DEU,Male,1986,11824366,10783140,12882906
DEU,Male,1987,11868159,10960740,12811906
DEU,Male,1988,11835658,11072321,12703620
DEU,Male,1989,11785530,11089506,12508972
DEU,Male,1990,11595867,10970452,12249976
DEU,Male,1991,11398985,10828207,11972713
DEU,Male,1992,11211261,10640700,11748898
DEU,Male,1993,11066699,10523642,11581335
DEU,Male,1994,10830752,10321398,11340522
DEU,Male,1995,10566767,10099305,11073037
DEU,Male,1996,10562053,10066852,11087804
DEU,Male,1997,10590124,10103528,11127918
DEU,Male,1998,10534312,10013218,11054799
DEU,Male,1999,10398101,9867918,10905548
DEU,Male,2000,10130594,9634404,10597017
DEU,Male,2001,9838360,9382293,10262063
DEU,Male,2002,9593643,9173008,9979303
DEU,Male,2003,9414611,9020306,9778978
DEU,Male,2004,9438733,9033392,9834926
DEU,Male,2005,9511625,9086973,9953388
DEU,Male,2006,9490441,9025406,9952476
DEU,Male,2007,9412304,8912734,9919839
DEU,Male,2008,9310087,8788283,9853672
DEU,Male,2009,9246449,8676941,9822451
DEU,Male,2010,9153804,8458916,9841797
DEU,Male,2011,9057930,8248186,9903412
DEU,Male,2012,8962485,8009431,9916804
DEU,Female,1980,8311554,6798705,9855531
DEU,Female,1981,8374680,6901854,9871745
DEU,Female,1982,8448683,6993193,9894432
DEU,Female,1983,8506584,7167533,9899477
DEU,Female,1984,8524885,7273062,9823551
DEU,Female,1985,8510291,7298144,9639896
DEU,Female,1986,8476574,7442889,9487356
DEU,Female,1987,8413697,7502342,9313343
DEU,Female,1988,8274220,7517235,9053943
DEU,Female,1989,8115549,7519288,8783375
DEU,Female,1990,7902633,7395815,8426497
DEU,Female,1991,7677397,7195235,8148430
DEU,Female,1992,7444559,6958638,7906738
DEU,Female,1993,7268279,6794239,7761564
DEU,Female,1994,7090583,6648870,7579291
DEU,Female,1995,6968405,6523730,7434272
DEU,Female,1996,7134947,6660171,7596889
DEU,Female,1997,7391259,6885246,7926309
DEU,Female,1998,7557979,7045123,8117012
DEU,Female,1999,7650278,7162951,8181474
DEU,Female,2000,7631710,7159779,8104116
DEU,Female,2001,7536317,7102683,8002162
DEU,Female,2002,7396288,6993687,7805384
DEU,Female,2003,7203451,6824808,7605967
DEU,Female,2004,7153496,6741793,7549423
DEU,Female,2005,7153244,6718633,7597452
DEU,Female,2006,7124004,6624751,7639329
DEU,Female,2007,7077051,6512846,7622298
DEU,Female,2008,7020050,6429269,7631651
DEU,Female,2009,6973333,6328431,7629138
DEU,Female,2010,6928572,6216945,7688292
DEU,Female,2011,6901532,6087427,7808568
DEU,Female,2012,6881856,5929659,7920944
DEU,Both,1980,19743623,17544773,21894477
DEU,Both,1981,19890335,17798299,21964603
DEU,Both,1982,20050301,17961219,22039982
DEU,Both,1983,20174504,18163730,22089360
DEU,Both,1984,20236688,18451996,22055919
DEU,Both,1985,20268349,18708323,21920299
DEU,Both,1986,20300939,18953957,21752407
DEU,Both,1987,20281856,19128170,21569676
DEU,Both,1988,20109879,19113608,21233854
DEU,Both,1989,19901079,18971823,20878383
DEU,Both,1990,19498500,18684635,20350690
DEU,Both,1991,19076382,18336926,19798623
DEU,Both,1992,18655820,17942508,19392050
DEU,Both,1993,18334979,17630897,19068120
DEU,Both,1994,17921336,17241252,18602074
DEU,Both,1995,17535172,16865714,18232758
DEU,Both,1996,17697001,16991094,18443607
DEU,Both,1997,17981382,17275178,18752448
DEU,Both,1998,18092292,17341666,18861821
DEU,Both,1999,18048379,17280436,18756088
DEU,Both,2000,17762305,17025078,18423493
DEU,Both,2001,17374677,16691436,18011778
DEU,Both,2002,16989931,16418351,17569504
DEU,Both,2003,16618063,16088491,17133637
DEU,Both,2004,16592229,16022176,17129038
DEU,Both,2005,16664869,16012306,17282386
DEU,Both,2006,16614445,15903277,17310504
DEU,Both,2007,16489354,15745756,17232585
DEU,Both,2008,16330138,15578972,17132710
DEU,Both,2009,16219781,15408234,17061034
DEU,Both,2010,16082376,15126911,17062464
DEU,Both,2011,15959462,14807625,17156790
DEU,Both,2012,15844341,14485478,17270799
DJI,Male,1980,33914,28923,39217
DJI,Male,1981,35570,30407,41077
DJI,Male,1982,36834,31512,42742
DJI,Male,1983,38010,32429,43905
DJI,Male,1984,39534,33896,45571
DJI,Male,1985,41708,36040,48265
DJI,Male,1986,44663,38412,51545
DJI,Male,1987,48254,41502,55779
DJI,Male,1988,52124,44736,59824
DJI,Male,1989,55799,47917,64542
DJI,Male,1990,58957,50555,68187
DJI,Male,1991,61464,52875,71508
DJI,Male,1992,63459,54931,73864
DJI,Male,1993,65101,56325,75530
DJI,Male,1994,66653,57302,77286
DJI,Male,1995,68334,58796,79108
DJI,Male,1996,70165,60404,80948
DJI,Male,1997,71921,61638,82437
DJI,Male,1998,73817,63325,84812
DJI,Male,1999,75768,65284,87098
DJI,Male,2000,77717,66866,88677
DJI,Male,2001,79644,68615,90636
DJI,Male,2002,81559,70643,92868
DJI,Male,2003,83471,72350,94503
DJI,Male,2004,85375,74409,96670
DJI,Male,2005,87365,75895,98932
DJI,Male,2006,89504,77813,101369
DJI,Male,2007,91684,80419,103807
DJI,Male,2008,94020,82116,106938
DJI,Male,2009,96420,83838,110092
DJI,Male,2010,98903,85413,112467
DJI,Male,2011,101444,87117,115709
DJI,Male,2012,104040,88754,118445
DJI,Female,1980,6248,4681,8328
DJI,Female,1981,6521,4875,8653
DJI,Female,1982,6720,4995,8856
DJI,Female,1983,6905,5134,9165
DJI,Female,1984,7162,5347,9507
DJI,Female,1985,7539,5611,9960
DJI,Female,1986,8061,5959,10619
DJI,Female,1987,8703,6455,11470
DJI,Female,1988,9395,6961,12440
DJI,Female,1989,10042,7379,13362
DJI,Female,1990,10590,7816,14151
DJI,Female,1991,11022,8237,14820
DJI,Female,1992,11361,8406,15309
DJI,Female,1993,11652,8538,15697
DJI,Female,1994,11928,8709,15968
DJI,Female,1995,12223,8943,16339
DJI,Female,1996,12552,9277,16612
DJI,Female,1997,12787,9417,16759
DJI,Female,1998,13080,9613,16997
DJI,Female,1999,13411,9748,17376
DJI,Female,2000,13760,9981,17840
DJI,Female,2001,14101,10211,18479
DJI,Female,2002,14429,10431,18917
DJI,Female,2003,14758,10625,19441
DJI,Female,2004,15049,10961,19974
DJI,Female,2005,15357,11333,20502
DJI,Female,2006,15710,11759,20678
DJI,Female,2007,16031,11991,21104
DJI,Female,2008,16461,12377,21547
DJI,Female,2009,16920,12749,22050
DJI,Female,2010,17384,13116,22435
DJI,Female,2011,17882,13369,23094
DJI,Female,2012,18366,13901,23758
DJI,Both,1980,40162,35124,45733
DJI,Both,1981,42091,36501,47797
DJI,Both,1982,43554,37552,49642
DJI,Both,1983,44915,39006,51078
DJI,Both,1984,46696,40851,53007
DJI,Both,1985,49247,43230,55868
DJI,Both,1986,52723,46217,59615
DJI,Both,1987,56957,49957,64449
DJI,Both,1988,61519,54171,69444
DJI,Both,1989,65841,57802,74801
DJI,Both,1990,69546,61242,79485
DJI,Both,1991,72486,63482,82605
DJI,Both,1992,74820,65712,85343
DJI,Both,1993,76753,67317,87231
DJI,Both,1994,78582,69052,89351
DJI,Both,1995,80558,70623,91193
DJI,Both,1996,82718,72539,94076
DJI,Both,1997,84709,74027,96441
DJI,Both,1998,86896,76000,99055
DJI,Both,1999,89178,77940,101489
DJI,Both,2000,91477,80272,103541
DJI,Both,2001,93745,82048,105826
DJI,Both,2002,95988,84255,108254
DJI,Both,2003,98229,86430,110541
DJI,Both,2004,100424,88334,113239
DJI,Both,2005,102722,90488,115590
DJI,Both,2006,105214,92893,118326
DJI,Both,2007,107715,95476,120944
DJI,Both,2008,110482,97665,124598
DJI,Both,2009,113340,100090,127929
DJI,Both,2010,116287,101788,131132
DJI,Both,2011,119325,103844,134285
DJI,Both,2012,122406,106598,137600
DMA,Male,1980,2186,1728,2733
DMA,Male,1981,2181,1725,2734
DMA,Male,1982,2195,1728,2770
DMA,Male,1983,2214,1741,2819
DMA,Male,1984,2209,1739,2823
DMA,Male,1985,2190,1714,2773
DMA,Male,1986,2172,1711,2765
DMA,Male,1987,2154,1673,2758
DMA,Male,1988,2136,1653,2715
DMA,Male,1989,2112,1633,2641
DMA,Male,1990,2072,1594,2586
DMA,Male,1991,2078,1594,2596
DMA,Male,1992,2087,1593,2592
DMA,Male,1993,2096,1603,2614
DMA,Male,1994,2115,1611,2667
DMA,Male,1995,2132,1642,2677
DMA,Male,1996,2117,1632,2666
DMA,Male,1997,2086,1607,2620
DMA,Male,1998,2068,1591,2606
DMA,Male,1999,2068,1575,2621
DMA,Male,2000,2076,1588,2645
DMA,Male,2001,2079,1616,2660
DMA,Male,2002,2085,1630,2646
DMA,Male,2003,2086,1622,2657
DMA,Male,2004,2088,1631,2638
DMA,Male,2005,2094,1642,2605
DMA,Male,2006,2097,1647,2619
DMA,Male,2007,2100,1647,2621
DMA,Male,2008,2104,1656,2643
DMA,Male,2009,2109,1662,2672
DMA,Male,2010,2114,1657,2672
DMA,Male,2011,2123,1667,2687
DMA,Male,2012,2133,1664,2723
DMA,Female,1980,713,492,1001
DMA,Female,1981,714,492,1009
DMA,Female,1982,722,501,1013
DMA,Female,1983,731,505,1031
DMA,Female,1984,733,501,1029
DMA,Female,1985,728,493,1025
DMA,Female,1986,724,497,1027
DMA,Female,1987,720,494,1025
DMA,Female,1988,715,489,1026
DMA,Female,1989,709,482,1032
DMA,Female,1990,697,473,1013
DMA,Female,1991,698,473,1007
DMA,Female,1992,703,479,1016
DMA,Female,1993,708,486,1022
DMA,Female,1994,717,495,1038
DMA,Female,1995,726,502,1040
DMA,Female,1996,725,508,1032
DMA,Female,1997,715,511,1018
DMA,Female,1998,710,507,1006
DMA,Female,1999,711,503,1006
DMA,Female,2000,713,507,1009
DMA,Female,2001,714,508,1016
DMA,Female,2002,713,506,995
DMA,Female,2003,711,507,996
DMA,Female,2004,710,510,983
DMA,Female,2005,710,508,985
DMA,Female,2006,710,508,990
DMA,Female,2007,711,512,980
DMA,Female,2008,711,509,982
DMA,Female,2009,713,510,980
DMA,Female,2010,715,509,996
DMA,Female,2011,718,508,994
DMA,Female,2012,721,501,1011
DMA,Both,1980,2899,2368,3496
DMA,Both,1981,2896,2352,3501
DMA,Both,1982,2917,2370,3556
DMA,Both,1983,2946,2399,3587
DMA,Both,1984,2942,2408,3581
DMA,Both,1985,2918,2396,3542
DMA,Both,1986,2895,2378,3545
DMA,Both,1987,2874,2348,3551
DMA,Both,1988,2852,2328,3509
DMA,Both,1989,2821,2290,3453
DMA,Both,1990,2768,2229,3376
DMA,Both,1991,2776,2211,3380
DMA,Both,1992,2790,2226,3387
DMA,Both,1993,2803,2244,3396
DMA,Both,1994,2832,2285,3445
DMA,Both,1995,2858,2305,3508
DMA,Both,1996,2842,2295,3479
DMA,Both,1997,2801,2278,3408
DMA,Both,1998,2777,2265,3385
DMA,Both,1999,2779,2255,3399
DMA,Both,2000,2788,2267,3428
DMA,Both,2001,2793,2279,3439
DMA,Both,2002,2798,2276,3426
DMA,Both,2003,2796,2265,3416
DMA,Both,2004,2797,2285,3385
DMA,Both,2005,2804,2282,3405
DMA,Both,2006,2807,2310,3391
DMA,Both,2007,2810,2310,3395
DMA,Both,2008,2815,2318,3421
DMA,Both,2009,2822,2320,3457
DMA,Both,2010,2830,2312,3456
DMA,Both,2011,2841,2316,3457
DMA,Both,2012,2854,2315,3476
DNK,Male,1980,750831,669400,834845
DNK,Male,1981,755260,676679,837843
DNK,Male,1982,758680,684370,836313
DNK,Male,1983,760580,693403,833673
DNK,Male,1984,760283,700551,821753
DNK,Male,1985,758492,707502,811051
DNK,Male,1986,754643,709274,797125
DNK,Male,1987,746764,708452,781099
DNK,Male,1988,738780,706119,770541
DNK,Male,1989,737311,706800,765478
DNK,Male,1990,740133,710049,768487
DNK,Male,1991,745987,715976,775021
DNK,Male,1992,752483,721253,780726
DNK,Male,1993,761332,731320,789371
DNK,Male,1994,767578,738135,796110
DNK,Male,1995,766576,737881,793593
DNK,Male,1996,758952,730293,786908
DNK,Male,1997,743481,714986,770720
DNK,Male,1998,728417,700532,754299
DNK,Male,1999,715515,688588,741311
DNK,Male,2000,703783,676115,731529
DNK,Male,2001,690785,664509,719614
DNK,Male,2002,675996,649257,703742
DNK,Male,2003,657286,630339,683886
DNK,Male,2004,636043,610427,661970
DNK,Male,2005,612448,586853,637066
DNK,Male,2006,585293,559213,609292
DNK,Male,2007,555755,531592,580716
DNK,Male,2008,524114,500280,549202
DNK,Male,2009,495371,470966,521845
DNK,Male,2010,472506,446304,499126
DNK,Male,2011,457568,428302,487040
DNK,Male,2012,451551,418044,486194
DNK,Female,1980,780558,676705,888989
DNK,Female,1981,786001,690869,893268
DNK,Female,1982,791561,704510,891058
DNK,Female,1983,796303,718674,887972
DNK,Female,1984,800298,726698,878070
DNK,Female,1985,804243,739924,869760
DNK,Female,1986,808601,754465,862040
DNK,Female,1987,813841,770191,858562
DNK,Female,1988,820288,780393,861710
DNK,Female,1989,825588,787556,865409
DNK,Female,1990,829268,788212,867892
DNK,Female,1991,832026,792614,869942
DNK,Female,1992,827647,788567,866545
DNK,Female,1993,814913,777778,854740
DNK,Female,1994,798264,763703,834628
DNK,Female,1995,778459,743253,814100
DNK,Female,1996,757667,722710,792700
DNK,Female,1997,732060,698904,766058
DNK,Female,1998,709113,676729,741256
DNK,Female,1999,687294,656209,719509
DNK,Female,2000,661915,632176,691510
DNK,Female,2001,634537,605595,663835
DNK,Female,2002,606651,575874,636976
DNK,Female,2003,577739,548832,606482
DNK,Female,2004,551185,524964,579687
DNK,Female,2005,528470,500889,555521
DNK,Female,2006,507260,480373,532131
DNK,Female,2007,487671,460435,514634
DNK,Female,2008,467716,441863,494252
DNK,Female,2009,448120,419893,473323
DNK,Female,2010,431343,402879,460578
DNK,Female,2011,417609,384616,449798
DNK,Female,2012,409702,372348,448164
DNK,Both,1980,1531390,1401229,1668677
DNK,Both,1981,1541261,1418506,1676297
DNK,Both,1982,1550241,1436785,1673992
DNK,Both,1983,1556883,1453416,1670723
DNK,Both,1984,1560581,1463051,1659775
DNK,Both,1985,1562735,1478244,1645195
DNK,Both,1986,1563243,1494435,1630931
DNK,Both,1987,1560605,1504184,1614816
DNK,Both,1988,1559068,1508192,1605782
DNK,Both,1989,1562899,1513635,1610256
DNK,Both,1990,1569401,1518829,1617242
DNK,Both,1991,1578013,1527755,1627367
DNK,Both,1992,1580129,1529495,1631160
DNK,Both,1993,1576245,1524947,1626169
DNK,Both,1994,1565842,1515538,1612074
DNK,Both,1995,1545034,1498391,1591056
DNK,Both,1996,1516619,1471189,1563769
DNK,Both,1997,1475541,1430508,1519148
DNK,Both,1998,1437530,1396573,1477959
DNK,Both,1999,1402809,1364008,1442036
DNK,Both,2000,1365697,1328077,1406470
DNK,Both,2001,1325322,1289306,1364750
DNK,Both,2002,1282647,1246552,1322469
DNK,Both,2003,1235025,1198338,1276412
DNK,Both,2004,1187228,1152100,1227893
DNK,Both,2005,1140919,1105260,1176842
DNK,Both,2006,1092553,1058487,1127630
DNK,Both,2007,1043425,1008720,1079890
DNK,Both,2008,991830,956730,1027542
DNK,Both,2009,943492,906889,979556
DNK,Both,2010,903849,864282,942664
DNK,Both,2011,875177,832341,918874
DNK,Both,2012,861253,810594,911390
DOM,Male,1980,332581,273054,399177
DOM,Male,1981,341666,284832,410502
DOM,Male,1982,351456,290750,422663
DOM,Male,1983,361423,301678,434259
DOM,Male,1984,372031,307028,445888
DOM,Male,1985,384012,316270,458868
DOM,Male,1986,396518,327699,470268
DOM,Male,1987,408179,339480,482461
DOM,Male,1988,420408,349640,496784
DOM,Male,1989,432865,360020,509049
DOM,Male,1990,447258,375736,521357
DOM,Male,1991,462292,390513,539731
DOM,Male,1992,476062,404039,548674
DOM,Male,1993,488263,419412,555929
DOM,Male,1994,499321,435114,561093
DOM,Male,1995,508453,449434,565931
DOM,Male,1996,514895,457154,571225
DOM,Male,1997,491040,438496,542617
DOM,Male,1998,469984,419591,520647
DOM,Male,1999,453833,407980,501137
DOM,Male,2000,442209,398953,485564
DOM,Male,2001,434179,393186,474832
DOM,Male,2002,429176,389462,469204
DOM,Male,2003,425912,386575,462943
DOM,Male,2004,424288,383507,464080
DOM,Male,2005,422985,380593,466842
DOM,Male,2006,422107,377799,465119
DOM,Male,2007,422742,374862,468820
DOM,Male,2008,430745,381596,482083
DOM,Male,2009,441076,387527,499216
DOM,Male,2010,452177,394168,517588
DOM,Male,2011,464104,401044,532223
DOM,Male,2012,476520,406520,551318
DOM,Female,1980,189370,140485,248022
DOM,Female,1981,195714,145588,254875
DOM,Female,1982,202363,151166,263267
DOM,Female,1983,209379,156746,271957
DOM,Female,1984,216958,163496,282204
DOM,Female,1985,225612,173393,295130
DOM,Female,1986,234946,179972,307555
DOM,Female,1987,244419,187339,317638
DOM,Female,1988,254673,195663,331721
DOM,Female,1989,265409,205569,342984
DOM,Female,1990,277147,213849,354356
DOM,Female,1991,289120,224937,365976
DOM,Female,1992,301145,236417,373757
DOM,Female,1993,312151,251602,381520
DOM,Female,1994,322025,265699,383086
DOM,Female,1995,330261,276692,384551
DOM,Female,1996,336183,287411,385393
DOM,Female,1997,320114,276841,364058
DOM,Female,1998,307689,268354,347540
DOM,Female,1999,298889,262041,335215
DOM,Female,2000,290646,255988,325892
DOM,Female,2001,283864,250088,319053
DOM,Female,2002,278265,246263,311980
DOM,Female,2003,275372,242427,310181
DOM,Female,2004,274065,238371,312287
DOM,Female,2005,273700,235495,315117
DOM,Female,2006,274325,235147,317098
DOM,Female,2007,275927,232853,322008
DOM,Female,2008,282418,234238,333170
DOM,Female,2009,290453,234509,346609
DOM,Female,2010,299308,237507,359258
DOM,Female,2011,308817,242733,379381
DOM,Female,2012,318322,247396,399807
DOM,Both,1980,521951,445683,605550
DOM,Both,1981,537380,459041,628779
DOM,Both,1982,553819,474821,645700
DOM,Both,1983,570803,486612,662274
DOM,Both,1984,588989,502352,683209
DOM,Both,1985,609623,519840,707277
DOM,Both,1986,631464,542912,736229
DOM,Both,1987,652597,562765,764038
DOM,Both,1988,675081,584211,785000
DOM,Both,1989,698274,602757,811795
DOM,Both,1990,724405,628904,831424
DOM,Both,1991,751412,652852,852971
DOM,Both,1992,777208,675196,875270
DOM,Both,1993,800414,704968,894716
DOM,Both,1994,821346,736485,909031
DOM,Both,1995,838714,760339,917798
DOM,Both,1996,851078,775979,923915
DOM,Both,1997,811154,747081,877695
DOM,Both,1998,777673,720467,842328
DOM,Both,1999,752722,695635,814634
DOM,Both,2000,732855,678373,788264
DOM,Both,2001,718044,665596,769215
DOM,Both,2002,707440,657964,758479
DOM,Both,2003,701283,652623,756995
DOM,Both,2004,698353,645455,759664
DOM,Both,2005,696684,639015,758832
DOM,Both,2006,696432,634697,756312
DOM,Both,2007,698668,634860,763935
DOM,Both,2008,713162,646018,788225
DOM,Both,2009,731530,656303,816462
DOM,Both,2010,751484,668684,842307
DOM,Both,2011,772920,681928,875200
DOM,Both,2012,794842,696970,907055
DZA,Male,1980,1591668,1326573,1862193
DZA,Male,1981,1650458,1383764,1937222
DZA,Male,1982,1712108,1441267,2009150
DZA,Male,1983,1777788,1507451,2077937
