measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Syrian Arab Republic,Both,Age-standardized,Esophageal cancer,Rate,2019,0.9601643983535577,1.2313572713765697,0.7313632331215839
Deaths,Syrian Arab Republic,Both,Age-standardized,Stomach cancer,Rate,2019,4.966222342339519,6.472367332092653,3.8186253556607164
Deaths,Syrian Arab Republic,Both,Age-standardized,Liver cancer,Rate,2019,4.406241209792185,5.766607678551207,3.352422373313955
Deaths,Syrian Arab Republic,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,11.616223327446841,15.08910290898483,8.701926952573002
Deaths,Syrian Arab Republic,Both,Age-standardized,Breast cancer,Rate,2019,5.421724624259472,7.511659784374269,3.869283256402115
Deaths,Seychelles,Both,Age-standardized,Esophageal cancer,Rate,2019,5.613414882771904,6.659668727579187,4.7596258409089645
Deaths,Seychelles,Both,Age-standardized,Stomach cancer,Rate,2019,6.854646514571783,7.818412200976533,5.961518656447794
Deaths,Seychelles,Both,Age-standardized,Liver cancer,Rate,2019,5.699692587520851,6.719126342585303,4.814247082859697
Deaths,Seychelles,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,18.434998378673335,21.1949659220666,16.044769350083634
Deaths,Seychelles,Both,Age-standardized,Breast cancer,Rate,2019,13.091778922821193,15.447287360851107,10.89978777724437
Deaths,Seychelles,Both,Age-standardized,Cervical cancer,Rate,2019,8.353993749149373,10.765442866178875,6.7305010138018995
Deaths,Seychelles,Both,Age-standardized,Prostate cancer,Rate,2019,22.812904848918894,27.583110144677082,16.816616108650667
Deaths,Seychelles,Both,Age-standardized,Colon and rectum cancer,Rate,2019,25.33412216084477,28.67388605942866,22.166560626365165
Deaths,Taiwan (Province of China),Both,Age-standardized,Esophageal cancer,Rate,2019,7.893554628075102,10.384798875877042,6.022322194909664
Deaths,Taiwan (Province of China),Both,Age-standardized,Stomach cancer,Rate,2019,10.719508969006384,13.725106423991223,8.416796011974233
Deaths,Niger,Both,Age-standardized,Lip and oral cavity cancer,Rate,2019,1.2588868176255184,1.6868507753162865,0.8559832198927569
Deaths,Niger,Both,Age-standardized,Pancreatic cancer,Rate,2019,2.358304433753463,3.3320034575911395,1.57571749280559
Deaths,Niger,Both,Age-standardized,Kidney cancer,Rate,2019,0.5502792894475118,0.6965086215150904,0.41780287771892216
Deaths,Niger,Both,Age-standardized,Bladder cancer,Rate,2019,2.3001869137245965,3.2271643206357172,1.468566560281473
Deaths,Cyprus,Both,Age-standardized,Pancreatic cancer,Rate,2019,8.22274751697645,9.369906659402588,7.129658550998672
Deaths,Cyprus,Both,Age-standardized,Kidney cancer,Rate,2019,2.037686917114025,2.3461150634496852,1.7368710413901771
Deaths,Eswatini,Both,Age-standardized,Bladder cancer,Rate,2019,2.7183979775964286,3.46185277322006,2.1171593534348028
Deaths,United States of America,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,36.113601689369624,37.50755717266851,34.085319059837595
Deaths,United States of America,Both,Age-standardized,Breast cancer,Rate,2019,10.072664285487319,10.54562159934167,9.452886987191592
Deaths,United States of America,Both,Age-standardized,Cervical cancer,Rate,2019,1.6095502721698636,1.7008533679975806,1.3745814769996652
Deaths,United States of America,Both,Age-standardized,Prostate cancer,Rate,2019,7.945147873663437,11.607751858159599,6.838210121507524
Deaths,United States of America,Both,Age-standardized,Colon and rectum cancer,Rate,2019,14.77171553177817,15.317947846010783,13.863491106059575
Deaths,United States of America,Both,Age-standardized,Lip and oral cavity cancer,Rate,2019,1.398427795710766,1.4500968095747124,1.3246798875507024
Deaths,Estonia,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,27.320773933785382,34.54846955847499,21.28728480910817
Deaths,Estonia,Both,Age-standardized,Breast cancer,Rate,2019,10.287820818048882,12.957490127169693,8.062824322770066
Deaths,Trinidad and Tobago,Both,Age-standardized,Lip and oral cavity cancer,Rate,2019,1.2505075854922745,1.617305324160135,0.9445341457565326
Deaths,Trinidad and Tobago,Both,Age-standardized,Pancreatic cancer,Rate,2019,5.99506925607918,7.781191356090384,4.5633720920332035
Deaths,Trinidad and Tobago,Both,Age-standardized,Kidney cancer,Rate,2019,1.7498282080500676,2.2913114410691455,1.3139224115367318
Deaths,Trinidad and Tobago,Both,Age-standardized,Bladder cancer,Rate,2019,1.655929158373517,2.1692222281816407,1.257480003312528
Deaths,Cyprus,Both,Age-standardized,Bladder cancer,Rate,2019,4.7965921032558025,5.509630015107777,4.123093435812235
Deaths,Kiribati,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,20.067219994826445,25.62024516866732,15.269096454298
Deaths,Kiribati,Both,Age-standardized,Breast cancer,Rate,2019,20.080499847782146,27.441916251154293,14.94450156157526
Deaths,Kiribati,Both,Age-standardized,Cervical cancer,Rate,2019,39.95456912394017,50.78700959070334,29.367220560483393
Deaths,Kiribati,Both,Age-standardized,Prostate cancer,Rate,2019,6.012138239633191,8.275374316839597,4.501263014690751
Deaths,Antigua and Barbuda,Both,Age-standardized,Kidney cancer,Rate,2019,1.9422340747643967,2.3270312911551594,1.6179872327278177
Deaths,Antigua and Barbuda,Both,Age-standardized,Bladder cancer,Rate,2019,2.9425304823434506,3.4370876830330728,2.4646600156942267
Deaths,Italy,Both,Age-standardized,Prostate cancer,Rate,2019,6.506080616001598,9.474816044538263,5.446219735178804
Deaths,Italy,Both,Age-standardized,Colon and rectum cancer,Rate,2019,15.831896184143298,16.695168977056138,14.412700770348216
Deaths,Italy,Both,Age-standardized,Lip and oral cavity cancer,Rate,2019,1.4633879494153514,1.5383612371216793,1.3442963031067587
Deaths,Latvia,Both,Age-standardized,Esophageal cancer,Rate,2019,3.3029407796077686,4.246499881099708,2.548567514555092
Deaths,Latvia,Both,Age-standardized,Stomach cancer,Rate,2019,11.55867592701913,13.885480264909557,9.723858665243538
Deaths,Latvia,Both,Age-standardized,Liver cancer,Rate,2019,2.703237653547001,3.2875658621766664,2.247472023341351
Deaths,Latvia,Both,Age-standardized,"Tracheal, bronchus, and lung cancer",Rate,2019,24.60023383687708,29.94699040986857,20.275989946807297
Deaths,Latvia,Both,Age-standardized,Breast cancer,Rate,2019,11.187511082143889,14.437157166397355,8.485440306231823
