year,age,Ageintervaln,ax,mxn,nqx,npx,Ix,dxn,Lxn,Tx,ex
2019,55,5,.52600002,.001992132,.0099138534,.99008614,97786.711,969.44312,486635.97,3387558.3,34.642319
2019,60,5,.53400004,.0029264104,.014532958,.98546702,96817.266,1407.0413,480807.94,2900922.3,29.96286
2019,65,5,.54400003,.0047418717,.023455767,.97654426,95410.227,2237.9199,471948.66,2420114.3,25.365355
2019,70,5,.53600001,.008135736,.039925098,.9600749,93172.305,3719.9133,457231.31,1948165.5,20.909277
2019,75,5,.546,.014529683,.070328802,.92967117,89452.391,6291.0796,432981.22,1490934.3,16.667349
2019,80,5,.546,.029475836,.13813645,.86186355,83161.313,11487.608,389729.69,1057953,12.721697
2019,85,-1,,.10726009,1,0,71673.703,71673.703,668223.38,668223.38,9.3231316
2020,0,1,.15000001,.0014681461,.0014663163,.99853367,100000,146.63162,99875.359,8870210,88.702103
2020,1,4,.4025,.000089941757,.0003596897,.99964029,99853.367,35.916229,399327.63,8770335,87.832138
2020,5,5,.40000001,.000040169703,.00020082432,.99979919,99817.453,20.045773,499027.13,8371007,83.863159
2020,10,5,.63800001,.000047580328,.00023788115,.99976212,99797.406,23.739922,498944.06,7871980,78.879608
2020,15,5,.53799999,.00010463202,.00052303373,.99947697,99773.664,52.18499,498747.75,7373036,73.897614
2020,20,5,.51199996,.00014037866,.00070165296,.99929833,99721.477,69.969872,498436.66,6874288.5,68.934883
2020,25,5,.51999998,.00015787529,.00078907743,.99921089,99651.508,78.632759,498068.81,6375852,63.981491
2020,30,5,.52600002,.00021678281,.0010833574,.99891663,99572.875,107.87301,497608.72,5877783,59.029961
2020,35,5,.51199996,.00034770495,.0017370511,.99826294,99465,172.77579,496903.44,5380174.5,54.091133
2020,40,5,.54799998,.00057076215,.0028501344,.99714988,99292.227,282.99619,495821.53,4883271,49.180798
2020,45,5,.55000001,.00095758226,.0047776178,.99522239,99009.227,473.02823,493981.81,4387449.5,44.313541
2020,50,5,.52199996,.00144283,.0071893581,.99281067,98536.195,708.41199,490987.88,3893467.5,39.513069
2020,55,5,.52600002,.001963198,.0097705293,.99022949,97827.781,955.82922,486873.59,3402479.5,34.7803
2020,60,5,.53400004,.0028846157,.014326786,.98567319,96871.953,1387.8638,481126.03,2915606,30.097525
2020,65,5,.54400003,.0046228073,.022872955,.97712708,95484.086,2184.0032,472440.91,2434480,25.496185
2020,70,5,.53600001,.0078436034,.038517114,.96148288,93300.086,3593.6501,458163.16,1962039.1,21.029339
2020,75,5,.546,.014029523,.067982577,.93201745,89706.438,6098.4746,434688.63,1503876,16.764416
2020,80,5,.546,.028628755,.13440891,.86559111,83607.961,11237.654,392530.31,1069187.4,12.788105
2020,85,-1,,.1069527,1,0,72370.305,72370.305,676657.06,676657.06,9.3499269
2021,0,1,.15000001,.0014175281,.0014158222,.99858415,100000,141.58221,99879.648,8886094,88.860939
2021,1,4,.4025,.000086589011,.00034628439,.9996537,99858.414,34.579411,399351.03,8786214,87.986717
2021,5,5,.40000001,.00004022627,.00020110708,.99979889,99823.836,20.075279,499058.94,8386862.5,84.016632
2021,10,5,.63800001,.00004677377,.00023384906,.99976617,99803.758,23.339014,498976.56,7887803.5,79.033134
2021,15,5,.53799999,.000099509372,.00049743254,.99950254,99780.422,49.634029,498787.47,7388827,74.050873
2021,20,5,.51199996,.00013717153,.00068562821,.99931437,99730.789,68.378242,498487.13,6890039.5,69.08638
2021,25,5,.51999998,.00015383371,.00076888467,.9992311,99662.414,76.628899,498128.19,6391552.5,64.132027
2021,30,5,.52600002,.00021237707,.0010613512,.99893862,99585.789,105.6955,497678.44,5893424.5,59.179371
2021,35,5,.51199996,.00034027325,.0016999549,.99830002,99480.094,169.11166,496987.84,5395746,54.239456
2021,40,5,.54799998,.0005610162,.0028015289,.99719846,99310.984,278.2226,495926.16,4898758,49.327454
2021,45,5,.55000001,.00094010972,.0046906266,.99530935,99032.766,464.52573,494118.66,4402832,44.458336
2021,50,5,.52199996,.0014237732,.0070947241,.99290526,98568.242,699.31451,491169.84,3908713.3,39.654896
2021,55,5,.52600002,.0019342639,.0096271867,.99037284,97868.93,942.20245,487111.63,3417543.5,34.919598
2021,60,5,.53400004,.0028428207,.014120572,.98587942,96926.727,1368.6609,481444.63,2930432,30.233477
2021,65,5,.54400003,.0045037433,.022289833,.97771019,95558.063,2129.9731,472933.97,2448987.5,25.628267
2021,70,5,.53600001,.0075514708,.037107255,.96289277,93428.086,3466.8599,459097.31,1976053.5,21.15053
2021,75,5,.546,.013529365,.065631181,.93436885,89961.227,5904.2617,436403.47,1516956.1,16.862333
2021,80,5,.546,.027781673,.13066788,.86933213,84056.969,10983.546,395352.19,1080552.6,12.855003
2021,85,-1,,.10664532,1,0,73073.422,73073.422,685200.44,685200.44,9.3768759
2022,0,1,.15000001,.0013669102,.0013653238,.9986347,100000,136.53238,99883.945,8902116,89.021156
2022,1,4,.4025,.000083236264,.00033287884,.99966711,99863.469,33.242435,399374.44,8802232,88.142662
2022,5,5,.40000001,.000040282837,.00020138985,.9997986,99830.227,20.104794,499090.84,8402858,84.171478
2022,10,5,.63800001,.000045967212,.00022981694,.99977016,99810.125,22.938057,499009.13,7903767,79.188026
2022,15,5,.53799999,.000094386713,.00047183069,.99952817,99787.188,47.082657,498827.16,7404758,74.205498
2022,20,5,.51199996,.00013396442,.00066960324,.9993304,99740.102,66.786293,498537.53,6905931,69.239265
2022,25,5,.51999998,.00014979213,.0007486915,.99925131,99673.313,74.624565,498187.47,6407393.5,64.283943
2022,30,5,.52600002,.00020797133,.0010393444,.99896067,99598.688,103.51733,497748.13,5909206,59.330158
2022,35,5,.51199996,.00033284156,.0016628574,.99833715,99495.172,165.44627,497072.19,5411458,54.389153
2022,40,5,.54799998,.00055127026,.0027529215,.9972471,99329.727,273.44693,496030.66,4914386,49.475479
2022,45,5,.55000001,.00092263712,.0046036285,.99539638,99056.281,456.01831,494255.38,4418355.5,44.604496
2022,50,5,.52199996,.0014047165,.0070000812,.99299991,98600.266,690.2099,491351.72,3924100.3,39.798069
2022,55,5,.52600002,.0019053299,.0094838236,.99051619,97910.055,928.56171,487349.59,3432748.5,35.060223
2022,60,5,.53400004,.002801026,.01391432,.98608565,96981.492,1349.4315,481763.28,2945399,30.370733
2022,65,5,.54400003,.0043846788,.021706393,.9782936,95632.063,2075.8271,473427.44,2463635.8,25.761608
2022,70,5,.53600001,.0072593386,.035695519,.96430451,93556.234,3339.5383,460033.44,1990208.3,21.272856
2022,75,5,.546,.013029206,.0632746,.93672538,90216.695,5708.4253,438125.38,1530174.9,16.961105
2022,80,5,.546,.026934592,.12691329,.87308669,84508.273,10725.224,398195.09,1092049.5,12.922398
2022,85,-1,,.10633793,1,0,73783.047,73783.047,693854.44,693854.44,9.4039822
2023,0,1,.15000001,.0013189932,.0013175161,.9986825,100000,131.7516,99888.016,8921012,89.210121
2023,1,4,.4025,.000080783218,.0003230705,.99967694,99868.25,32.264484,399395.88,8821124,88.327614
2023,5,5,.40000001,.000039029655,.00019512542,.99980485,99835.984,19.480539,499121.47,8421728,84.355637
2023,10,5,.63800001,.000044690656,.0002234352,.99977654,99816.5,22.302519,499042.13,7922606.5,79.371712
2023,15,5,.53799999,.000091941045,.0004596076,.99954039,99794.195,45.866173,498865.03,7423564.5,74.388741
2023,20,5,.51199996,.00013084865,.00065403443,.99934596,99748.328,65.238838,498582.44,6924699.5,69.421707
2023,25,5,.51999998,.00014638068,.00073164637,.99926835,99683.086,72.93277,498240.41,6426117,64.465469
2023,30,5,.52600002,.00020316415,.0010153318,.99898469,99610.156,101.13736,497811.06,5927876.5,59.510765
2023,35,5,.51199996,.00032565231,.0016269687,.99837303,99509.016,161.89806,497150.03,5430065.5,54.568577
2023,40,5,.54799998,.00054004992,.0026969579,.99730307,99347.117,267.935,496130.03,4932915.5,49.653332
2023,45,5,.55000001,.00090601522,.00452086,.99547917,99079.18,447.9231,494388.06,4436785.5,44.780201
2023,50,5,.52199996,.0013784865,.0068697995,.99313021,98631.258,677.57697,491536.88,3942397.5,39.971077
2023,55,5,.52600002,.0018641932,.0092799664,.99072003,97953.68,909.00684,487614.06,3450860.5,35.229515
2023,60,5,.53400004,.0027356525,.013591629,.98640835,97044.672,1318.9951,482150.13,2963246.5,30.53487
2023,65,5,.54400003,.0042764246,.021175655,.97882432,95725.68,2027.054,474006.72,2481096.3,25.918816
2023,70,5,.53600001,.007067095,.034765471,.96523452,93698.625,3257.4768,460935.78,2007089.5,21.420692
2023,75,5,.546,.012671969,.061588235,.93841177,90441.148,5570.1108,439561.59,1546153.8,17.09569
2023,80,5,.546,.02628546,.12402686,.87597311,84871.039,10526.289,400460.53,1106592.1,13.038513
2023,85,-1,,.10528455,1,0,74344.75,74344.75,706131.63,706131.63,9.4980698
2024,0,1,.15000001,.001272756,.0012713806,.99872863,100000,127.13806,99891.93,8939845,89.398453
2024,1,4,.4025,.00007840246,.00031355108,.99968642,99872.859,31.315243,399416.59,8839953,88.512062
2024,5,5,.40000001,.000037815455,.00018905582,.99981093,99841.547,18.875626,499151.13,8440536,84.539314
2024,10,5,.63800001,.000043449552,.00021723068,.99978274,99822.672,21.684547,499074.09,7941385,79.554924
2024,15,5,.53799999,.000089558831,.00044770155,.99955231,99800.984,44.681053,498901.72,7442311,74.571518
2024,20,5,.51199996,.00012780537,.00063882762,.99936116,99756.305,63.727081,498626.03,6943409.5,69.603714
2024,25,5,.51999998,.00014304693,.00071498915,.99928498,99692.578,71.279114,498291.81,6444783.5,64.646576
2024,30,5,.52600002,.00019846807,.00099187379,.99900812,99621.297,98.811752,497872.28,5946491.5,59.690968
2024,35,5,.51199996,.00031861837,.0015918543,.99840814,99522.484,158.42529,497225.88,5448619,54.74762
2024,40,5,.54799998,.0005290577,.0026421293,.99735785,99364.063,262.53271,496227,4951393,49.830822
2024,45,5,.55000001,.00088969275,.0044395765,.99556041,99101.531,439.96884,494517.72,4455166,44.95557
2024,50,5,.52199996,.001352747,.0067419377,.99325806,98661.563,665.1701,491718.06,3960648.3,40.143784
2024,55,5,.52600002,.0018239439,.0090804668,.99091953,97996.391,889.85297,487873,3468930.3,35.398552
2024,60,5,.53400004,.0026718045,.013276373,.9867236,97106.539,1289.2227,482528.78,2981057.3,30.698832
2024,65,5,.54400003,.0041708429,.020657768,.97934222,95817.313,1979.3718,474573.59,2498528.5,26.07596
2024,70,5,.53600001,.006879942,.033859268,.96614075,93837.938,3177.2839,461818.41,2023954.9,21.568621
2024,75,5,.546,.012324527,.059945557,.94005442,90660.656,5434.7036,440966.5,1562136.5,17.230589
2024,80,5,.546,.025651967,.12120223,.87879777,85225.953,10329.575,402681.63,1121170,13.155265
2024,85,-1,,.10424159,1,0,74896.375,74896.375,718488.38,718488.38,9.5930996
2025,0,1,.15000001,.001228139,.0012268584,.99877316,100000,122.68584,99895.719,8958616,89.586159
2025,1,4,.4025,.000076091943,.00030431242,.99969566,99877.313,30.393906,399436.63,8858720,88.696022
2025,5,5,.40000001,.000036638994,.00018317484,.99981683,99846.922,18.289444,499179.75,8459283,84.722519
2025,10,5,.63800001,.000042242955,.00021119863,.99978882,99828.633,21.08367,499105,7960103.5,79.737679
2025,15,5,.53799999,.000087238346,.00043610384,.99956387,99807.547,43.526455,498937.22,7460998.5,74.753853
2025,20,5,.51199996,.00012483285,.00062397419,.999376,99764.023,62.250175,498668.22,6962061.5,69.785294
2025,25,5,.51999998,.00013978909,.00069871102,.99930131,99701.773,69.662727,498341.66,6463393.5,64.827271
2025,30,5,.52600002,.00019388036,.00096895656,.99903107,99632.109,96.539185,497931.75,5965052,59.870777
2025,35,5,.51199996,.00031173634,.001557497,.99844253,99535.57,155.02635,497299.59,5467120,54.926292
2025,40,5,.54799998,.00051828945,.0025884153,.99741161,99380.547,257.23813,496321.41,4969820.5,50.00798
2025,45,5,.55000001,.00087366439,.0043597519,.99564028,99123.313,432.15305,494644.19,4473499,45.130646
2025,50,5,.52199996,.001327488,.0066164481,.99338353,98691.156,652.98492,491895.16,3978854.8,40.316223
2025,55,5,.52600002,.0017845636,.0088852393,.99111474,98038.172,871.09259,488126.38,3486959.5,35.567364
2025,60,5,.53400004,.0026094469,.012968387,.98703164,97167.078,1260.1002,482899.34,2998833.3,30.862648
2025,65,5,.54400003,.0040678699,.02015244,.97984755,95906.977,1932.7596,475128.19,2515934,26.233065
2025,70,5,.53600001,.0066977455,.032976314,.96702367,93974.219,3098.9233,462681.59,2040805.9,21.716658
2025,75,5,.546,.011986611,.0583455,.9416545,90875.297,5302.1646,442340.56,1578124.3,17.365822
2025,80,5,.546,.025033746,.11843828,.8815617,85573.133,10135.135,404858.91,1135783.6,13.272666
2025,85,-1,,.10320898,1,0,75438,75438,730924.75,730924.75,9.6890793
2026,0,1,.15000001,.0011850867,.0011838941,.99881613,100000,118.38941,99899.367,8977328,89.773277
2026,1,4,.4025,.000073849442,.00029534564,.99970466,99881.609,29.499598,399455.94,8877429,88.879517
2026,5,5,.40000001,.000035499172,.00017747696,.9998225,99852.109,17.721449,499207.41,8477973,84.905296
2026,10,5,.63800001,.000041069827,.00020533387,.99979466,99834.391,20.499382,499134.84,7978766,79.920013
2026,15,5,.53799999,.000084977983,.00042480652,.9995752,99813.891,42.401592,498971.53,7479631,74.935776
2026,20,5,.51199996,.00012192947,.00060946605,.99939054,99771.492,60.807339,498709.09,6980659.5,69.966476
2026,25,5,.51999998,.00013660546,.00068280345,.99931717,99710.688,68.082802,498390.03,6481950.5,65.007584
2026,30,5,.52600002,.00018939888,.00094656949,.99905342,99642.602,94.318649,497989.47,5983560.5,60.050224
2026,35,5,.51199996,.00030500296,.0015238808,.99847615,99548.281,151.69971,497371.25,5485571,55.10463
2026,40,5,.54799998,.00050774036,.0025357921,.99746418,99396.578,252.04906,496413.28,4988200,50.184826
2026,45,5,.55000001,.00085792475,.0042813593,.99571866,99144.531,424.47336,494767.56,4491786.5,45.305439
2026,50,5,.52199996,.0013027006,.0064932867,.99350673,98720.055,641.01764,492068.25,3997018.8,40.488419
2026,55,5,.52600002,.0017460345,.0086941952,.99130583,98079.039,852.71832,488374.25,3504950.5,35.735981
2026,60,5,.53400004,.0025485435,.012667497,.98733252,97226.32,1231.6141,483261.94,3016576.3,31.026333
2026,65,5,.54400003,.003967437,.019659352,.98034066,95994.703,1887.1936,475670.72,2533314.3,26.390146
2026,70,5,.53600001,.0065203737,.032116041,.96788394,94107.508,3022.3606,463525.66,2057643.6,21.864819
2026,75,5,.546,.011657961,.056787018,.94321299,91085.148,5172.4541,443684.28,1594118,17.501404
2026,80,5,.546,.024430426,.11573387,.88426614,85912.695,9943.0088,406992.84,1150433.8,13.390731
2026,85,-1,,.10218659,1,0,75969.688,75969.688,743440.88,743440.88,9.7860203
2027,0,1,.15000001,.0011435435,.001142433,.99885756,100000,114.2433,99902.891,8995987,89.959869
2027,1,4,.4025,.000071673036,.00028664304,.99971336,99885.758,28.631557,399474.59,8896084,89.062584
2027,5,5,.40000001,.000034394772,.00017195611,.99982804,99857.125,17.171043,499234.09,8496609,85.087662
2027,10,5,.63800001,.000039929273,.00019963193,.99980038,99839.953,19.931242,499163.69,7997375,80.101952
2027,15,5,.53799999,.000082776183,.00041380178,.99958622,99820.023,41.305702,499004.72,7498211.5,75.11731
2027,20,5,.51199996,.00011909362,.0005952951,.99940473,99778.719,59.397781,498748.66,6999207,70.147293
2027,25,5,.51999998,.00013349432,.00066725782,.99933273,99719.32,66.538498,498436.91,6500458.5,65.187553
2027,30,5,.52600002,.000185021,.00092469947,.99907529,99652.781,92.148872,498045.5,6002021.5,60.229343
2027,35,5,.51199996,.00029841502,.0014909895,.99850899,99560.633,148.44385,497440.97,5503976,55.282654
2027,40,5,.54799998,.00049740606,.0024842378,.99751574,99412.188,246.96352,496502.81,5006535,50.361382
2027,45,5,.55000001,.0008424687,.0042043738,.99579561,99165.227,416.92767,494888.03,4510032,45.479977
2027,50,5,.52199996,.0012783761,.0063724108,.99362761,98748.297,629.26471,492237.53,4015144,40.660389
2027,55,5,.52600002,.0017083363,.0085072378,.99149275,98119.031,834.72192,488616.88,3522906.5,35.904415
2027,60,5,.53400004,.0024890625,.012373552,.98762643,97284.313,1203.7524,483616.84,3034289.5,31.189915
2027,65,5,.54400003,.0038694842,.019178223,.98082179,96080.563,1842.6544,476201.56,2550672.8,26.54723
2027,70,5,.53600001,.0063476996,.03127788,.96872211,94237.906,2947.562,464351.19,2074471.3,22.01313
2027,75,5,.546,.011338321,.055269089,.94473094,91290.344,5045.5342,444998.38,1610120,17.637352
2027,80,5,.546,.023841638,.11308782,.88691217,86244.813,9753.2373,409084.22,1165121.6,13.509469
2027,85,-1,,.10117432,1,0,76491.578,76491.578,756037.44,756037.44,9.8839302
2028,0,1,.15000001,.0011034561,.0011024221,.99889755,100000,110.24221,99906.297,9014593,90.145927
2028,1,4,.4025,.000069560832,.00027819708,.99972183,99889.758,27.78904,399492.63,8914687,89.245255
2028,5,5,.40000001,.000033324763,.00016660716,.99983341,99861.969,16.63772,499259.91,8515194,85.269638
2028,10,5,.63800001,.000038820399,.00019408835,.99980593,99845.328,19.378815,499191.59,8015934,80.283516
2028,15,5,.53799999,.000080631435,.00040308209,.99959689,99825.953,40.238052,499036.84,7516742.5,75.298477
2028,20,5,.51199996,.00011632372,.00058145361,.99941856,99785.719,58.020767,498787,7017705.5,70.327751
2028,25,5,.51999998,.00013045393,.0006520655,.99934793,99727.695,65.028992,498482.41,6518918.5,65.36718
2028,30,5,.52600002,.00018074429,.00090333447,.99909669,99662.664,90.028717,498099.94,6020436,60.408138
2028,35,5,.51199996,.00029196937,.0014588076,.99854118,99572.633,145.25731,497508.72,5522336,55.460381
2028,40,5,.54799998,.00048728203,.0024337301,.99756628,99427.375,241.97939,496590.03,5024827.5,50.537666
2028,45,5,.55000001,.00082729111,.0041287704,.99587125,99185.398,409.51373,495005.56,4528237.5,45.654274
2028,50,5,.52199996,.0012545058,.0062537785,.99374622,98775.883,617.72247,492403.06,4033231.8,40.83215
2028,55,5,.52600002,.0016714521,.008324285,.99167573,98158.164,817.09656,488854.31,3540828.8,36.072689
2028,60,5,.53400004,.0024309698,.01208639,.98791361,97341.07,1176.5021,483964.13,3051974.5,31.353411
2028,65,5,.54400003,.0037739493,.018708766,.98129123,96164.57,1799.1204,476720.88,2568010.5,26.70433
2028,70,5,.53600001,.0061795977,.030461276,.96953875,94365.453,2874.4922,465158.44,2091289.5,22.1616
2028,75,5,.546,.011027445,.053790718,.94620931,91490.961,4921.3647,446283.28,1626131.1,17.77368
2028,80,5,.546,.023267047,.1104991,.88950092,86569.594,9565.8623,411133.47,1179847.9,13.628895
2028,85,-1,,.1001721,1,0,77003.734,77003.734,768714.44,768714.44,9.9828205
2029,0,1,.15000001,.0010647746,.0010638118,.99893618,100000,106.38118,99909.578,9033150,90.331497
2029,1,4,.4025,.000067510809,.00026999967,.99972999,99893.617,26.971243,399510.03,8933240,89.427536
2029,5,5,.40000001,.000032288041,.00016142457,.99983859,99866.648,16.120932,499284.91,8533730,85.451248
2029,10,5,.63800001,.000037742353,.00018869888,.99981129,99850.531,18.841682,499218.53,8034445.5,80.464722
2029,15,5,.53799999,.00007854226,.00039264007,.99960738,99831.688,39.197922,499067.91,7535227,75.479309
2029,20,5,.51199996,.00011361825,.00056793384,.99943209,99792.492,56.675533,498824.19,7036159,70.507896
2029,25,5,.51999998,.0001274829,.00063721952,.99936277,99735.82,63.553612,498526.56,6537335,65.546509
2029,30,5,.52600002,.00017656627,.00088246207,.99911755,99672.266,87.956993,498152.88,6038808.5,60.586647
2029,35,5,.51199996,.00028566268,.0014273186,.99857271,99584.313,142.13853,497574.72,5540655.5,55.637833
2029,40,5,.54799998,.00047736385,.002384247,.99761575,99442.172,237.0947,496675.03,5043081,50.713707
2029,45,5,.55000001,.00081238692,.0040545235,.99594545,99205.078,402.22934,495120.38,4546406,45.828362
2029,50,5,.52199996,.0012310806,.0061373455,.99386263,98802.852,606.38721,492564.97,4051285.8,41.003735
2029,55,5,.52600002,.001635365,.008145255,.99185473,98196.461,799.83521,489086.69,3558720.8,36.240826
2029,60,5,.53400004,.002374233,.011805856,.98819417,97396.625,1149.8505,484303.97,3069634,31.516842
2029,65,5,.54400003,.0036807735,.018250706,.9817493,96246.773,1756.5715,477228.88,2585330,26.861471
2029,70,5,.53600001,.006015948,.029665696,.97033429,94490.203,2803.1177,465947.78,2108101,22.310261
2029,75,5,.546,.010725093,.052350931,.94764906,91687.086,4799.9043,447539.63,1642153.3,17.91041
2029,80,5,.546,.022706306,.10796657,.89203346,86887.18,9380.9111,413141.22,1194613.6,13.749021
2029,85,-1,,.099179789,1,0,77506.266,77506.266,781472.38,781472.38,10.0827
2030,0,1,.15000001,.0010274485,.0010265519,.99897343,100000,102.6552,99912.742,9051662,90.516617
2030,1,4,.4025,.000065521264,.00026204402,.99973798,99897.344,26.177502,399526.81,8951749,89.609482
2030,5,5,.40000001,.000031283544,.00015640304,.9998436,99871.164,15.620153,499308.97,8552222,85.632545
2030,10,5,.63800001,.000036694211,.00018345888,.99981654,99855.547,18.319386,499244.56,8052913,80.645622
2030,15,5,.53799999,.000076507211,.00038246845,.99961752,99837.227,38.184589,499097.91,7553668.5,75.659836
2030,20,5,.51199996,.00011097571,.00055472832,.99944526,99799.039,55.361355,498860.13,7054570.5,70.687759
2030,25,5,.51999998,.00012457953,.00062271144,.99937731,99743.68,62.11153,498569.34,6555710.5,65.725571
2030,30,5,.52600002,.00017248502,.00086207269,.99913794,99681.57,85.932762,498204.22,6057141,60.764904
2030,35,5,.51199996,.00027949247,.0013965099,.99860346,99595.641,139.0863,497638.84,5558937,55.815063
2030,40,5,.54799998,.00046764777,.0023357703,.99766421,99456.555,232.30766,496757.78,5061298,50.889538
2030,45,5,.55000001,.00079775124,.0039816094,.99601841,99224.25,395.0722,495232.34,4564540,46.002262
2030,50,5,.52199996,.0012080934,.0060230764,.99397695,98829.18,595.25568,492723.22,4069307.5,41.175163
2030,55,5,.52600002,.0016000563,.0079700584,.99202996,98233.922,782.93011,489314.06,3576584.3,36.408852
2030,60,5,.53400004,.0023188193,.011531792,.98846823,97450.992,1123.7845,484636.56,3087270.3,31.680235
2030,65,5,.54400003,.0035898995,.017803773,.98219621,96327.211,1714.9878,477725.91,2602633.8,27.018677
2030,70,5,.53600001,.0058566318,.028890612,.97110939,94612.227,2733.405,466719.63,2124907.8,22.459124
2030,75,5,.546,.010431031,.050948765,.94905126,91878.82,4681.1123,448768,1658188.1,18.047556
2030,80,5,.546,.022159077,.10548916,.89451087,87197.711,9198.4141,415108.16,1209420.1,13.869861
2030,85,-1,,.098197311,1,0,77999.297,77999.297,794311.94,794311.94,10.183578
2031,0,1,.15000001,.0009914313,.00099059648,.99900943,100000,99.059647,99915.797,9070128,90.701279
2031,1,4,.4025,.000063590298,.00025432254,.99974567,99900.938,25.407061,399543.03,8970212,89.791069
2031,5,5,.40000001,.000030310322,.00015153784,.99984848,99875.531,15.134922,499332.25,8570669,85.813499
2031,10,5,.63800001,.000035675173,.00017836435,.99982166,99860.398,17.811535,499269.75,8071337,80.826202
2031,15,5,.53799999,.000074524891,.00037256032,.99962741,99842.586,37.197384,499127,7572067.5,75.840057
2031,20,5,.51199996,.00010839462,.0005418298,.99945819,99805.391,54.077534,498895,7072940.5,70.867317
2031,25,5,.51999998,.00012174228,.00060853362,.99939144,99751.313,60.702026,498610.88,6574045.5,65.90435
2031,30,5,.52600002,.00016849808,.00084215408,.99915785,99690.609,83.954857,498254.09,6075434.5,60.942898
2031,35,5,.51199996,.00027345555,.0013663661,.99863362,99606.656,136.09915,497701.19,5577180.5,55.992046
2031,40,5,.54799998,.00045812945,.002288278,.99771172,99470.555,227.61627,496838.34,5079479.5,51.065159
2031,45,5,.55000001,.00078337925,.0039100046,.99608999,99242.938,388.04034,495341.59,4582641,46.175991
2031,50,5,.52199996,.0011855355,.0059109293,.99408907,98854.898,584.32434,492877.94,4087299.3,41.346451
2031,55,5,.52600002,.0015655098,.0077986144,.99220139,98270.57,766.37427,489536.53,3594421.3,36.576782
2031,60,5,.53400004,.0022647001,.011264063,.98873591,97504.195,1098.2935,484961.94,3104884.8,31.843601
2031,65,5,.54400003,.0035012676,.017367695,.98263228,96405.898,1674.3481,478211.97,2619922.8,27.175959
2031,70,5,.53600001,.0057015349,.02813551,.97186446,94731.547,2665.3203,467474.19,2141710.8,22.60821
2031,75,5,.546,.010145026,.049583267,.95041674,92066.227,4564.9443,449968.72,1674236.5,18.185133
2031,80,5,.546,.021625031,.10306577,.89693421,87501.281,9018.3877,417034.66,1224267.8,13.991426
2031,85,-1,,.097224563,1,0,78482.891,78482.891,807233.13,807233.13,10.285466
2032,0,1,.15000001,.00095667678,.00095589948,.99904412,100000,95.589951,99918.742,9088557,90.885567
2032,1,4,.4025,.00006171623,.00024682851,.99975318,99904.406,24.659256,399558.69,8988638,89.972389
2032,5,5,.40000001,.000029367351,.00014682382,.99985319,99879.75,14.664726,499354.75,8589079,85.994202
2032,10,5,.63800001,.000034684472,.00017341148,.99982661,99865.086,17.317753,499294.06,8089724,81.006531
2032,15,5,.53799999,.000072593939,.00036290885,.99963707,99847.766,36.235638,499155.13,7590430,76.020027
2032,20,5,.51199996,.00010587356,.0005292311,.99947077,99811.531,52.823364,498928.78,7091275,71.046654
2032,25,5,.51999998,.00011896966,.00059467851,.99940532,99758.711,59.32436,498651.16,6592346,66.082909
2032,30,5,.52600002,.00016460329,.0008226955,.99917728,99699.383,82.022232,498302.5,6093695,61.120689
2032,35,5,.51199996,.00026754904,.0013368725,.99866313,99617.359,133.1757,497761.88,5595392.5,56.16885
2032,40,5,.54799998,.00044880484,.0022417505,.99775827,99484.188,223.01872,496916.94,5097630.5,51.240612
2032,45,5,.55000001,.00076926616,.0038396849,.99616033,99261.172,381.13162,495448.31,4600713.5,46.349579
2032,50,5,.52199996,.0011633987,.0058008642,.99419916,98880.039,573.58966,493029.34,4105265.3,41.517635
2032,55,5,.52600002,.0015317101,.0076308497,.99236917,98306.453,750.16174,489754.38,3612236,36.744648
2032,60,5,.53400004,.0022118439,.011002516,.98899746,97556.289,1073.3646,485280.5,3122481.8,32.006977
2032,65,5,.54400003,.0034148239,.01694221,.9830578,96482.922,1634.6339,478687.66,2637201.3,27.333347
2032,70,5,.53600001,.0055505452,.02739989,.9726001,94848.289,2598.8328,468212.13,2158513.5,22.757538
2032,75,5,.546,.0098668691,.048253573,.9517464,92249.453,4451.3657,451142.66,1690301.3,18.323158
2032,80,5,.546,.021103861,.10069542,.89930457,87798.086,8840.8652,418921.66,1239158.6,14.113731
2032,85,-1,,.096261479,1,0,78957.219,78957.219,820236.94,820236.94,10.388371
2033,0,1,.15000001,.00092314009,.00092241628,.99907756,100000,92.241631,99921.594,9106948,91.069481
2033,1,4,.4025,.000059897455,.00023955552,.99976045,99907.758,23.933455,399573.84,9007026,90.153419
2033,5,5,.40000001,.000028453744,.00014225657,.99985772,99883.828,14.20913,499376.5,8607452,86.174629
2033,10,5,.63800001,.000033721251,.00016859597,.99983138,99869.617,16.837616,499317.63,8108076,81.186615
2033,15,5,.53799999,.000070713009,.00035350729,.99964648,99852.781,35.298687,499182.38,7608758.5,76.199768
2033,20,5,.51199996,.00010341114,.0005169253,.99948305,99817.484,51.598183,498961.5,7109576,71.225761
2033,25,5,.51999998,.00011626018,.00058113871,.99941885,99765.883,57.977818,498690.28,6610614.5,66.261276
2033,30,5,.52600002,.00016079839,.00080368563,.99919629,99707.906,80.133812,498349.63,6111924,61.29829
2033,35,5,.51199996,.00026177007,.0013080148,.99869198,99627.773,130.31461,497820.91,5613574.5,56.345478
