"iso3","year","sex","age","all_mxn","ncd_mxn","ncd_frac"
"AUS",2040,2,40,0.0003807254,0.000312861040723281,0.821749851003586
"AUS",2040,1,45,0.000968775821354465,0.000703256213206748,0.72592254854535
"AUS",2040,2,45,0.00066514022,0.000555152502187804,0.83463980299944
"AUS",2040,1,50,0.00145106589720194,0.00117173623311284,0.807500359130675
"AUS",2040,2,50,0.0010005542,0.000875247282389351,0.874762489017937
"AUS",2040,1,55,0.00246353700256803,0.00212331883829243,0.861898496381038
"AUS",2040,2,55,0.00150699940042293,0.00136468639249902,0.905565318815673
"AUS",2040,1,60,0.00407419298141931,0.00359039230447383,0.881252390558843
"AUS",2040,2,60,0.00238646234223515,0.00219083384436001,0.918025734404878
"AUS",2040,1,65,0.00617319603916197,0.00563006398953965,0.91201768967375
"AUS",2040,2,65,0.00375199937159124,0.00349317068599061,0.931015797187924
"AUS",2040,1,70,0.0101757576428349,0.00923676253052442,0.907722339184085
"AUS",2040,2,70,0.00660059812553354,0.00608438575695129,0.921793092267601
"AUS",2040,1,75,0.0180122703049016,0.0162723393185126,0.903403016003178
"AUS",2040,2,75,0.0121460492309106,0.0110440119592637,0.909267840867764
"AUS",2040,1,80,0.0340303898086737,0.0302292173426198,0.888300648701796
"AUS",2040,2,80,0.0246867980904777,0.0220403017666075,0.892797100937484
"AUS",2040,1,85,0.0907992016143106,0.0791039782956837,0.871196848532822
"AUS",2040,2,85,0.088892251,0.0787164988340404,0.885527117926628
"AUT",2040,1,0,0.000964949896411101,0.000443785097786309,0.459904808982167
"AUT",2040,2,0,0.000734386675290747,0.000336663255629924,0.458427783288195
"AUT",2040,1,1,4.8581296e-05,3.01068185983016e-05,0.619720367243839
"AUT",2040,2,1,4.8581296e-05,2.99924507748323e-05,0.617366213837365
"AUT",2040,1,5,2.2806606e-05,1.3969467713823e-05,0.612518483189606
"AUT",2040,2,5,2.2806606e-05,1.73347633224787e-05,0.760076414810632
"AUT",2040,1,10,2.7687547e-05,1.68756713729635e-05,0.609504026231124
"AUT",2040,2,10,2.7687547e-05,1.77947043388079e-05,0.642697034114577
"AUT",2040,1,15,9.01708306489247e-05,4.78331824412701e-05,0.53047290456385
"AUT",2040,2,15,5.8842656e-05,2.76867430814435e-05,0.470521641331817
"AUT",2040,1,20,0.000121874583446474,7.21685343929029e-05,0.592154100978721
"AUT",2040,2,20,8.7705324e-05,4.61646268739466e-05,0.526360598975115
"AUT",2040,1,25,0.000132101664306384,8.73122838106199e-05,0.660947644142591
"AUT",2040,2,25,9.8944918e-05,5.91036875778658e-05,0.597339295160827
"AUT",2040,1,30,0.000200483808064783,9.54121587064874e-05,0.475909549142525
"AUT",2040,2,30,0.00013651677,8.82599232289503e-05,0.646513415377102
"AUT",2040,1,35,0.000268726459884501,0.000146578785476923,0.545457211544866
"AUT",2040,2,35,0.00022466527,0.000163323925410445,0.726965611598289
"AUT",2040,1,40,0.000443667965131348,0.000278202652722996,0.627051476751615
"AUT",2040,2,40,0.0003807254,0.000305172459259907,0.801555292239254
"AUT",2040,1,45,0.000862111482969525,0.000591661250413432,0.686293202330941
"AUT",2040,2,45,0.00066514022,0.000513416686806384,0.771892409101925
"AUT",2040,1,50,0.00145219700147248,0.00112648282980994,0.775709375978411
"AUT",2040,2,50,0.0010005542,0.000824921110992447,0.824464192936722
"AUT",2040,1,55,0.00284536870712635,0.00237274403965509,0.833896863247441
"AUT",2040,2,55,0.00151420075256872,0.00131177561038064,0.866315518702074
"AUT",2040,1,60,0.00503502562579566,0.00448707764044865,0.891172751427573
"AUT",2040,2,60,0.00267377543951376,0.00242418680887584,0.906653106708426
"AUT",2040,1,65,0.00868894097897333,0.00791490309352362,0.910916889949785
"AUT",2040,2,65,0.00469682645661237,0.00431469123853372,0.918639698185855
"AUT",2040,1,70,0.0140034666542482,0.0130239186497064,0.930049606377673
"AUT",2040,2,70,0.00806158606489669,0.00764950425734296,0.948883283731461
"AUT",2040,1,75,0.0221035210220267,0.0205107189779935,0.927938990242961
"AUT",2040,2,75,0.0128061965307049,0.0121356180349239,0.947636404441148
"AUT",2040,1,80,0.0404682188960497,0.0375596871580171,0.928128002235441
"AUT",2040,2,80,0.0268140752017927,0.0253101274481606,0.943912003590878
"AUT",2040,1,85,0.108910302117674,0.0992283972849768,0.911102029427517
"AUT",2040,2,85,0.0970783813633761,0.0909176807527894,0.936538902646858
"AZE",2040,1,0,0.00570319517832819,0.00192907218343587,0.338244111084648
"AZE",2040,2,0,0.00467921596639557,0.00153999064368285,0.329112965664015
"AZE",2040,1,1,0.000115645419733369,3.55644763525307e-05,0.307530349533322
"AZE",2040,2,1,9.0344694425573e-05,2.78613459294939e-05,0.308389398034286
"AZE",2040,1,5,5.44508436159686e-05,1.640339759804e-05,0.301251486822317
"AZE",2040,2,5,2.28710874240803e-05,7.68798910473745e-06,0.336144450072933
"AZE",2040,1,10,8.36509473151095e-05,2.87231230278875e-05,0.343368771661232
"AZE",2040,2,10,4.27859614975246e-05,1.98365843810842e-05,0.463623667361826
"AZE",2040,1,15,0.000198922898946445,8.54866226796537e-05,0.429747520936083
"AZE",2040,2,15,8.82817220344115e-05,3.98826452758095e-05,0.451765601720633
"AZE",2040,1,20,0.000324856246374603,0.000134326393181194,0.413494875595827
"AZE",2040,2,20,0.000154041273526202,7.34101748622126e-05,0.476561723892303
"AZE",2040,1,25,0.000355370492104772,0.000175469938395821,0.493766202580738
"AZE",2040,2,25,0.000186562329103543,9.24153183281051e-05,0.495358943963517
"AZE",2040,1,30,0.000506995214672133,0.000328238161500134,0.647418658009231
"AZE",2040,2,30,0.000248883794630186,0.000118517215979734,0.476194989536533
"AZE",2040,1,35,0.000762019785624427,0.000560997929594938,0.736198639691797
"AZE",2040,2,35,0.000377896211036521,0.000210610191144954,0.557322844193852
"AZE",2040,1,40,0.00123070133365764,0.00101708332868662,0.826425795496504
"AZE",2040,2,40,0.000586803488701787,0.000392992352329231,0.669717136819801
"AZE",2040,1,45,0.00201730977572996,0.00175779845811816,0.871357725653267
"AZE",2040,2,45,0.000971280196694572,0.000769658012549018,0.792416045512193
"AZE",2040,1,50,0.00342581995613462,0.00315370207125826,0.920568538813875
"AZE",2040,2,50,0.00173283422575139,0.00149681194686556,0.863794080600243
"AZE",2040,1,55,0.00602288289470948,0.00570374795275376,0.9470129259468
"AZE",2040,2,55,0.00311996645503803,0.00283525490343303,0.908745316429523
"AZE",2040,1,60,0.0101006052150426,0.00942789098548394,0.933398621643305
"AZE",2040,2,60,0.00557465630893478,0.005292921568461,0.949461504914262
"AZE",2040,1,65,0.0161199761134388,0.0152880507991089,0.948391653407209
"AZE",2040,2,65,0.00928870127018612,0.00895238679594061,0.963793165000905
"AZE",2040,1,70,0.0299637278532907,0.0288590842452447,0.963133972733479
"AZE",2040,2,70,0.019372800955457,0.0187289297586695,0.966764165993968
"AZE",2040,1,75,0.0501772659407288,0.0485390254180295,0.967350940869626
"AZE",2040,2,75,0.0353589262230663,0.0342812208623977,0.969520981664722
"AZE",2040,1,80,0.0825192572205226,0.0801511005682456,0.971301769646951
"AZE",2040,2,80,0.0638550208237116,0.0620521492323062,0.971766173307143
"AZE",2040,1,85,0.149205122977738,0.144986855597796,0.971728401171778
"AZE",2040,2,85,0.13126553700024,0.128046924710453,0.975480142287604
"BDI",2040,1,0,0.0129291356605766,0.00249210153747706,0.192750822862502
"BDI",2040,2,0,0.0105845012562149,0.00194690422748393,0.183939155974946
"BDI",2040,1,1,0.00079340341085017,0.00012180964803012,0.153528011556687
"BDI",2040,2,1,0.000701734065683946,0.00011789124326578,0.167999886325708
"BDI",2040,1,5,0.000662232069840283,8.52069915285663e-05,0.128666362456769
"BDI",2040,2,5,0.000583395964537401,8.71662018976908e-05,0.149411732675951
"BDI",2040,1,10,0.000484471349919924,8.14520160453624e-05,0.168125558010448
"BDI",2040,2,10,0.000395023580324011,7.84135286563447e-05,0.19850341235839
"BDI",2040,1,15,0.000780352130950449,0.0001590508676549,0.203819354553669
"BDI",2040,2,15,0.000583586577856026,0.000153924473976216,0.263756021500189
"BDI",2040,1,20,0.00117441905710567,0.000243775988530559,0.207571553829635
"BDI",2040,2,20,0.000759414857796726,0.000202896985895177,0.267175423040626
"BDI",2040,1,25,0.00124820759160992,0.000348725811305964,0.279381261298196
"BDI",2040,2,25,0.000902626342792817,0.000327251667061638,0.362554970475478
"BDI",2040,1,30,0.00148726843259898,0.000702803519570459,0.472546518278694
"BDI",2040,2,30,0.0011350750848123,0.000665579515021396,0.586374878567138
"BDI",2040,1,35,0.00186035082895432,0.000988233531544705,0.5312081550232
"BDI",2040,2,35,0.00146131392504074,0.00097812699765636,0.669347619902473
"BDI",2040,1,40,0.00255532546696414,0.00155490445628717,0.608495659902955
"BDI",2040,2,40,0.00202617787373526,0.00149044401660583,0.735593866622476
"BDI",2040,1,45,0.00360858443281206,0.00188464735566679,0.522267773071931
"BDI",2040,2,45,0.00269296744322479,0.00171775694382841,0.637867698011018
"BDI",2040,1,50,0.00557020000098069,0.00323622962284185,0.580989842783396
"BDI",2040,2,50,0.00408804832160747,0.00286279745895,0.700284642874358
"BDI",2040,1,55,0.0081202767071712,0.00523835438916271,0.645095552536603
"BDI",2040,2,55,0.00608599663191175,0.00447859840920441,0.735885785036589
"BDI",2040,1,60,0.0127846070634886,0.00789523575512289,0.617557951989842
"BDI",2040,2,60,0.00988915564473609,0.00663270318844927,0.670704701870053
"BDI",2040,1,65,0.0200611898285072,0.0133233775692102,0.664136957134894
"BDI",2040,2,65,0.0163744240805698,0.0112849275517401,0.689180119936613
"BDI",2040,1,70,0.032672221105398,0.0222978258992716,0.682470464047748
"BDI",2040,2,70,0.027736958717684,0.0190539274097322,0.686950851521591
"BDI",2040,1,75,0.053061115219557,0.0368186683192106,0.693891716502034
"BDI",2040,2,75,0.0458958891136232,0.0321864353107837,0.701292336468318
"BDI",2040,1,80,0.0880854853263337,0.0609548133808191,0.691996112129001
"BDI",2040,2,80,0.0782605509195405,0.0551503434915042,0.704701702754485
"BDI",2040,1,85,0.162587554178021,0.106442181784446,0.654676074823662
"BDI",2040,2,85,0.143062030507667,0.0981785134144189,0.686265342844811
"BEL",2040,1,0,0.00115566276472538,0.000498095018411827,0.431003778624112
"BEL",2040,2,0,0.000910867130389538,0.000394217504723217,0.432793644177969
"BEL",2040,1,1,4.8581296e-05,2.46893366116414e-05,0.508206627744995
"BEL",2040,2,1,4.8581296e-05,2.54340364723732e-05,0.523535569581617
"BEL",2040,1,5,2.2806606e-05,1.41362858931902e-05,0.619832950733229
"BEL",2040,2,5,2.2806606e-05,1.3790814247602e-05,0.604685074473686
"BEL",2040,1,10,2.7687547e-05,1.63656451406196e-05,0.591083245497321
"BEL",2040,2,10,2.7687547e-05,1.67209130000532e-05,0.603914568526174
"BEL",2040,1,15,6.61234236966041e-05,4.31360141461064e-05,0.652356029597447
"BEL",2040,2,15,5.8842656e-05,2.52829977719283e-05,0.429671253655313
"BEL",2040,1,20,0.000112676505965462,7.1561734870839e-05,0.635107862616669
"BEL",2040,2,20,8.7705324e-05,4.05113308837158e-05,0.461902756139591
"BEL",2040,1,25,0.00014680881515473,9.79447091843302e-05,0.667158229436705
"BEL",2040,2,25,9.8944918e-05,4.8967902043347e-05,0.494900627876077
"BEL",2040,1,30,0.0002059608304003,0.000100422079932009,0.487578534893412
"BEL",2040,2,30,0.00013651677,6.46921877237625e-05,0.473877221998166
"BEL",2040,1,35,0.000309615109065798,0.000177690477003486,0.573907641457264
"BEL",2040,2,35,0.00022466527,0.00012625230268728,0.561957363001769
"BEL",2040,1,40,0.00051106924094954,0.000342700036088912,0.670555002394966
"BEL",2040,2,40,0.0003807254,0.000236870500595188,0.622155760018082
"BEL",2040,1,45,0.00091245891715563,0.000506921219007784,0.555555115388634
"BEL",2040,2,45,0.00066514022,0.000466789692343813,0.701791409251741
"BEL",2040,1,50,0.00159297335874679,0.0010960407999783,0.688047162848079
"BEL",2040,2,50,0.0010346214723672,0.000778345514067585,0.752299787754009
"BEL",2040,1,55,0.00274750029334651,0.00207625088329468,0.755687228977785
"BEL",2040,2,55,0.00173345373143505,0.00139412253123272,0.804245597070878
"BEL",2040,1,60,0.00506498255552936,0.00450103291649947,0.888657140898888
"BEL",2040,2,60,0.00309456043952524,0.00270762451574808,0.874962557255298
"BEL",2040,1,65,0.00823638724714559,0.00744678483615595,0.904132432424995
"BEL",2040,2,65,0.00477525933493895,0.00426979706858282,0.894149776817809
"BEL",2040,1,70,0.0136043579503729,0.0124702665449971,0.916637638504307
"BEL",2040,2,70,0.00797196364670977,0.00711625154849043,0.892659809283938
"BEL",2040,1,75,0.0224488757316953,0.0204357029907179,0.910321890279117
"BEL",2040,2,75,0.0134188355806555,0.0118784982644378,0.885210806335669
"BEL",2040,1,80,0.0402023655490348,0.0361305987833805,0.898718229386577
"BEL",2040,2,80,0.0266985134777516,0.0232468627608809,0.870717494449754
"BEL",2040,1,85,0.102928280113637,0.0834206501793294,0.810473565547094
"BEL",2040,2,85,0.088892251,0.0755838787331853,0.850286474725286
"BEN",2040,1,0,0.0188089943783026,0.00307126157380741,0.163286856917258
"BEN",2040,2,0,0.0157065179284822,0.00237829809593979,0.151421091980354
"BEN",2040,1,1,0.00145841632170244,0.000240903873548297,0.165181827687642
"BEN",2040,2,1,0.00134232704175003,0.000231054528143084,0.172129831968408
"BEN",2040,1,5,0.000625586724259759,0.000153014223158375,0.24459314308409
"BEN",2040,2,5,0.000619464968709486,0.000179479184911289,0.289732582110645
"BEN",2040,1,10,0.000434691704277186,0.000133602962891724,0.3073510756638
"BEN",2040,2,10,0.00043308193965137,0.000165208487565209,0.381471662610085
"BEN",2040,1,15,0.000723179472663692,0.00022859827467742,0.31610171930824
"BEN",2040,2,15,0.000614482891440128,0.000215323791935206,0.350414624938645
"BEN",2040,1,20,0.00108389870757363,0.000309398613077451,0.285449748131961
"BEN",2040,2,20,0.000795271444195221,0.000256944233364116,0.323089977943483
"BEN",2040,1,25,0.0011508874855171,0.00038165991832813,0.331622268146089
"BEN",2040,2,25,0.000944908819272509,0.000318770114023682,0.337355422578344
"BEN",2040,1,30,0.00137638396970544,0.000520117711568476,0.377887074403944
"BEN",2040,2,30,0.00119071944726754,0.000463394690249486,0.389172018070993
"BEN",2040,1,35,0.00172287229549531,0.000730701877120059,0.424118420750384
"BEN",2040,2,35,0.00153218187199824,0.0006679922447701,0.435974512541986
"BEN",2040,1,40,0.00237729400651002,0.00126102074756869,0.530443749959193
