"","Country","World_bank","NCD_region","iso3","Region","Class","senario","total_cost_2023","total_cost_2024","total_cost_2025","total_cost_2026","total_cost_2027","total_cost_2028","total_cost_2029","total_cost_2030","total_cost_all"
"11","Armenia","LMIC","Central Asia, Middle East and North Africa","ARM","Central Asia, Middle East and North Africa","LMIC","Adjusted",73984350.0335436,75845186.832597,77732119.2451057,79933073.0960982,82118719.433072,84349344.4107685,86656961.1665424,89042848.6781092,649662602.895836
"12","Armenia","LMIC","Central Asia, Middle East and North Africa","ARM","Central Asia, Middle East and North Africa","LMIC","Baseline",72945609.5535158,73745575.4588879,74532761.8320055,75548168.5887302,76507916.0097215,77469746.9838204,78461735.6752087,79484140.7695776,608695654.871467
"13","Azerbaijan","UMIC","Central Asia, Middle East and North Africa","AZE","Central Asia, Middle East and North Africa","UMIC","Adjusted",348999673.437163,361374133.901497,374314456.700167,388648787.294415,403152619.821944,418016713.574806,433322879.841209,449089672.477128,3176918937.04834
"14","Azerbaijan","UMIC","Central Asia, Middle East and North Africa","AZE","Central Asia, Middle East and North Africa","UMIC","Baseline",346138184.456974,355455332.428228,365057915.684845,375645131.938406,386139389.139296,396729451.688923,407495976.636447,418459589.787359,3051120971.76048
"15","Bangladesh","LMIC","South Asia","BGD","South Asia","LMIC","Adjusted",1687585907.6324,1848421740.90872,2018391789.63645,2200717434.53601,2392157912.23488,2593141235.62719,2804153606.499,3025767081.31837,18570336708.393
"16","Bangladesh","LMIC","South Asia","BGD","South Asia","LMIC","Baseline",1579164641.79466,1624829079.41968,1671769536.91473,1721716876.45884,1772428783.86024,1824028345.48967,1876656723.83359,1930481273.07674,14001075260.8481
"17","Belarus","UMIC","Central and Eastern Europe","BLR","Central and Eastern Europe","UMIC","Adjusted",507508356.87487,511797766.647012,516467177.353955,523330951.841589,530255777.17354,537287453.07779,544106599.350171,550535105.66346,4221289187.98239
"18","Belarus","UMIC","Central and Eastern Europe","BLR","Central and Eastern Europe","UMIC","Baseline",507460683.672127,511750152.357428,516419604.892627,523283407.116511,530208256.30591,537239956.004301,544059130.579969,550487671.599187,4220908862.52806
"19","Belize","UMIC","Latin America and Caribbean","BLZ","Latin America and Caribbean","UMIC","Adjusted",11420755.3632767,12010039.3966703,12640294.3409147,13300670.3489935,13995969.4052444,14727802.1803878,15497352.9126257,16306982.4563534,109899866.404466
"20","Belize","UMIC","Latin America and Caribbean","BLZ","Latin America and Caribbean","UMIC","Baseline",11235169.5723543,11619801.8702573,12022120.2371037,12428768.4776664,12849471.3516401,13284579.3616921,13733965.4440729,14198357.3236505,101372233.638437
"21","Benin","LIC","Sub-Saharan Africa","BEN","Sub-Saharan Africa","LIC","Adjusted",32369407.431114,37393790.1047082,42761895.244395,48521226.6708134,54638221.5871376,61127506.3315908,68002445.538019,75278195.4775677,420092688.385346
"22","Benin","LIC","Sub-Saharan Africa","BEN","Sub-Saharan Africa","LIC","Baseline",28562590.9024687,29513530.9119866,30499972.2336219,31519663.3261477,32572370.5833554,33660649.0338751,34786608.3957367,35953351.4769883,257068736.86418
"23","Bhutan","LMIC","South Asia","BTN","South Asia","LMIC","Adjusted",8150062.30925359,9124687.60567133,10155797.6826127,11260367.1319492,12417336.2484436,13631549.0225556,14912317.4208053,16265902.7373366,95918020.1586278
"24","Bhutan","LMIC","South Asia","BTN","South Asia","LMIC","Baseline",7451033.36526498,7679338.12944125,7910804.94711338,8154463.50244016,8398164.73071912,8644778.97252213,8899228.25521125,9163671.58228291,66301483.4849952
"25","Bolivia","LMIC","Latin America and Caribbean","BOL","Latin America and Caribbean","LMIC","Adjusted",181992735.107011,188726171.129588,195849825.744954,203062662.86336,210608683.450342,218494889.461371,226714272.873917,235275532.202038,1660724772.83258
"26","Bolivia","LMIC","Latin America and Caribbean","BOL","Latin America and Caribbean","LMIC","Baseline",180088597.500386,184796495.859897,189723223.911588,194551355.819071,199561062.401659,204754412.23772,210120288.712084,215661069.262918,1579256505.70533
"27","Bosnia and Herzegovina","UMIC","Central and Eastern Europe","BIH","Central and Eastern Europe","UMIC","Adjusted",287266366.768619,296062321.599323,305142568.404821,314689290.920905,324243605.197502,333849598.816562,343496069.107973,353160107.892673,2557909928.70837
"28","Bosnia and Herzegovina","UMIC","Central and Eastern Europe","BIH","Central and Eastern Europe","UMIC","Baseline",281716454.218081,284615270.46479,287353946.281371,289960632.45608,292308707.71969,294462688.634494,296440587.71535,298257136.300089,2325115423.78994
"29","Botswana","UMIC","Sub-Saharan Africa","BWA","Sub-Saharan Africa","UMIC","Adjusted",65620187.5921121,68078840.1498713,70675893.2529784,73367903.1168703,76153364.2569919,79042403.8445907,82056344.3972642,85210377.0072652,600205313.617944
"30","Botswana","UMIC","Sub-Saharan Africa","BWA","Sub-Saharan Africa","UMIC","Baseline",65606975.2245615,68065387.8891402,70662197.846261,73353962.2942863,76139177.4744993,79027970.387396,82041662.6944962,85195444.9609041,600092778.771544
"31","Brazil","UMIC","Latin America and Caribbean","BRA","Latin America and Caribbean","UMIC","Adjusted",13914478658.1053,14259129552.9193,14609747812.1078,14963936470.3938,15316324736.6743,15670007657.7631,16027770994.0727,16390749989.4511,121152145871.487
"32","Brazil","UMIC","Latin America and Caribbean","BRA","Latin America and Caribbean","UMIC","Baseline",13913117731.7016,14257760245.1838,14608370523.6883,14962551665.7844,15314932877.8493,15668609167.6175,16026366242.8247,16389339309.5526,121141047764.202
